KEY,TICKER,TRANSCRIPT_DATE,negative_count,positive_count,uncertain_count,litigious_count,SENTIMENT
DAR_2018-12-31,DAR,2018-11-07,81,76,48,4,-1
DAR_2019-06-28,DAR,2019-05-09,76,82,51,10,1
DAR_2019-09-30,DAR,2019-08-08,83,127,84,8,-1
DAR_2019-12-31,DAR,2019-11-07,82,113,62,6,-1
DBD_2019-03-29,DBD,2019-02-13,96,164,77,20,0
DBD_2019-06-28,DBD,2019-03-31,76,140,63,15,0
DBD_2019-09-30,DBD,2019-07-25,56,179,69,22,0
DBD_2019-12-31,DBD,2019-10-29,63,139,81,10,1
DBI_2018-03-30,DBI,2018-02-03,91,206,65,8,1
DBI_2018-12-31,DBI,2018-10-31,101,206,57,0,1
DBI_2019-09-30,DBI,2019-08-29,96,185,50,3,1
DBI_2019-12-31,DBI,2019-12-10,94,153,83,3,1
DBX_2018-09-28,DBX,2018-06-30,69,155,67,3,1
DBX_2019-06-28,DBX,2019-05-09,66,174,42,4,1
DBX_2019-09-30,DBX,2019-08-08,72,169,70,6,1
DBX_2019-12-31,DBX,2019-11-07,60,149,51,5,1
DCI_2018-03-30,DCI,2018-01-31,37,117,33,3,1
DCI_2018-09-28,DCI,2018-07-31,55,147,47,3,-1
DCI_2018-12-31,DCI,2018-12-04,39,124,49,1,-1
DCI_2019-03-29,DCI,2019-03-06,76,191,62,6,-1
DCI_2019-06-28,DCI,2019-06-04,47,105,49,1,1
DCI_2019-09-30,DCI,2019-09-05,52,173,68,6,0
DCI_2019-12-31,DCI,2019-12-03,53,122,56,3,0
DDD_2018-12-31,DDD,2018-10-30,60,102,54,11,0
DDD_2019-06-28,DDD,2019-05-07,69,86,60,3,0
DDD_2019-09-30,DDD,2019-08-07,67,84,42,3,0
DDD_2019-12-31,DDD,2019-10-30,61,109,51,4,0
DE_2018-09-28,DE,2018-07-31,84,168,83,2,1
DE_2018-12-31,DE,2018-11-21,98,141,101,1,1
DE_2019-03-29,DE,2019-02-15,113,140,74,5,1
DECK_2018-06-29,DECK,2018-03-31,73,190,73,5,0
DECK_2018-12-31,DECK,2018-10-25,52,219,92,3,0
DECK_2019-03-29,DECK,2019-01-31,59,234,69,5,0
DECK_2019-06-28,DECK,2019-05-23,70,248,92,4,1
DECK_2019-09-30,DECK,2019-07-25,66,203,88,6,1
DECK_2019-12-31,DECK,2019-10-24,57,185,85,3,1
DENN_2019-03-29,DENN,2019-02-12,53,77,68,3,-1
DENN_2019-06-28,DENN,2019-03-31,30,65,50,1,1
DENN_2019-09-30,DENN,2019-07-30,42,76,60,3,1
DENN_2019-12-31,DENN,2019-10-29,68,83,69,5,1
DFS_2018-12-31,DFS,2018-10-25,130,151,97,3,1
DFS_2019-03-29,DFS,2019-01-03,112,163,81,0,1
DFS_2019-06-28,DFS,2019-04-25,87,125,57,4,1
DFS_2019-09-30,DFS,2019-07-23,99,158,78,3,1
DFS_2019-12-31,DFS,2019-10-22,114,158,79,2,1
DG_2018-03-30,DG,2018-01-31,55,207,98,3,1
DG_2018-09-28,DG,2018-07-31,54,246,86,1,1
DG_2018-12-31,DG,2018-10-31,70,235,116,4,1
DG_2019-03-29,DG,2019-03-14,64,239,124,3,1
DG_2019-06-28,DG,2019-05-30,50,247,129,1,1
DG_2019-09-30,DG,2019-08-29,56,278,126,8,1
DG_2019-12-31,DG,2019-12-05,39,236,91,4,1
DGX_2018-12-31,DGX,2018-10-23,113,219,93,18,1
DGX_2019-03-29,DGX,2019-02-14,103,133,97,4,1
DHI_2017-12-29,DHI,2017-09-30,100,161,75,6,1
DHI_2018-12-31,DHI,2018-11-08,98,114,92,9,1
DHI_2019-03-29,DHI,2019-01-25,106,183,88,13,1
DHI_2019-06-28,DHI,2019-03-31,89,145,84,8,1
DHI_2019-09-30,DHI,2019-07-30,99,170,89,9,1
DHI_2019-12-31,DHI,2019-11-12,94,180,88,13,1
DHR_2018-09-28,DHR,2018-06-30,60,256,84,5,-1
DHR_2018-12-31,DHR,2018-10-18,72,210,83,7,-1
DHR_2019-03-29,DHR,2019-01-29,67,178,103,6,-1
DHR_2019-06-28,DHR,2019-04-18,58,224,70,9,-1
DHR_2019-09-30,DHR,2019-07-18,57,189,84,5,1
DHR_2019-12-31,DHR,2019-10-24,68,162,101,19,1
DIN_2019-06-28,DIN,2019-05-01,45,190,68,2,-1
DIN_2019-09-30,DIN,2019-07-31,80,264,105,8,-1
DIN_2019-12-31,DIN,2019-10-30,83,207,73,3,-1
DIOD_2019-03-29,DIOD,2019-02-13,39,97,67,5,1
DIOD_2019-06-28,DIOD,2019-05-07,25,78,43,3,0
DIOD_2019-09-30,DIOD,2019-08-05,33,94,41,4,1
DIOD_2019-12-31,DIOD,2019-11-04,44,54,45,7,-1
DIS_2018-09-28,DIS,2018-06-30,85,121,62,25,1
DIS_2018-12-31,DIS,2018-11-08,65,144,67,11,1
DIS_2019-06-28,DIS,2019-05-08,73,118,65,6,1
DIS_2019-09-30,DIS,2019-08-06,86,117,55,9,1
DIS_2019-12-31,DIS,2019-11-07,85,138,56,8,1
DISCA_2018-06-29,DISCA,2018-03-31,69,186,84,8,1
DISCA_2018-09-28,DISCA,2018-06-30,92,229,77,12,1
DISCA_2019-03-29,DISCA,2019-02-26,91,214,73,6,1
DISCA_2019-06-28,DISCA,2019-05-02,83,218,76,14,1
DISCA_2019-09-30,DISCA,2019-08-06,64,206,89,4,1
DISCA_2019-12-31,DISCA,2019-11-07,63,198,72,4,1
DISCK_2018-12-31,DISCK,2018-11-08,79,224,83,7,1
DISH_2017-12-29,DISH,2017-09-30,102,98,95,17,1
DISH_2018-12-31,DISH,2018-11-07,126,108,91,46,1
DISH_2019-03-29,DISH,2019-02-13,115,104,109,30,1
DISH_2019-06-28,DISH,2019-05-03,118,162,135,17,1
DISH_2019-09-30,DISH,2019-07-29,104,165,126,23,0
DISH_2019-12-31,DISH,2019-11-07,86,130,93,27,0
DKS_2018-03-30,DKS,2018-01-31,114,202,97,2,0
DKS_2018-06-29,DKS,2018-04-30,119,188,86,2,0
DKS_2018-12-31,DKS,2018-10-31,136,230,93,1,0
DKS_2019-03-29,DKS,2019-03-12,108,230,88,1,0
DKS_2019-06-28,DKS,2019-05-29,97,175,97,2,0
DKS_2019-09-30,DKS,2019-08-22,74,217,86,1,0
DKS_2019-12-31,DKS,2019-11-26,97,251,70,0,0
DLB_2019-03-29,DLB,2019-01-30,42,57,48,6,1
DLB_2019-06-28,DLB,2019-05-01,22,87,38,8,1
DLB_2019-09-30,DLB,2019-08-01,47,97,50,6,-1
DLB_2019-12-31,DLB,2019-11-14,43,121,68,3,-1
DLR_2018-12-31,DLR,2018-10-25,65,135,109,11,1
DLR_2019-03-29,DLR,2019-02-05,61,108,74,12,1
DLR_2019-09-30,DLR,2019-07-30,73,154,100,21,1
DLR_2019-12-31,DLR,2019-10-29,75,159,86,15,1
DLTH_2018-03-30,DLTH,2018-01-28,47,111,40,0,1
DLTH_2018-06-29,DLTH,2018-04-29,64,92,43,4,1
DLTH_2019-06-28,DLTH,2019-04-04,82,106,40,2,0
DLTH_2019-09-30,DLTH,2019-09-12,29,61,40,0,-1
DLTH_2019-12-31,DLTH,2019-12-05,42,111,43,0,-1
DLTR_2018-03-30,DLTR,2018-02-03,38,188,65,7,1
DLTR_2018-09-28,DLTR,2018-07-31,59,149,75,4,1
DLTR_2018-12-31,DLTR,2018-10-31,71,149,60,3,1
DLTR_2019-03-29,DLTR,2019-03-06,74,163,75,4,1
DLTR_2019-06-28,DLTR,2019-05-30,78,152,95,6,1
DLTR_2019-09-30,DLTR,2019-08-29,77,154,80,2,1
DLTR_2019-12-31,DLTR,2019-11-26,64,176,80,2,1
DLX_2018-12-31,DLX,2018-10-25,77,103,61,2,1
DLX_2019-03-29,DLX,2019-01-24,56,130,37,5,1
DLX_2019-06-28,DLX,2019-04-25,32,100,47,5,1
DLX_2019-09-30,DLX,2019-07-25,76,170,39,3,1
DLX_2019-12-31,DLX,2019-10-24,82,175,42,9,1
DNKN_2018-12-31,DNKN,2018-10-25,65,207,78,3,0
DNKN_2019-06-28,DNKN,2019-05-02,67,204,53,1,0
DNKN_2019-09-30,DNKN,2019-08-01,60,119,43,2,0
DNKN_2019-12-31,DNKN,2019-10-31,79,211,69,0,0
DNR_2019-06-28,DNR,2019-05-07,52,138,85,5,0
DNR_2019-09-30,DNR,2019-08-07,69,129,81,10,0
DNR_2019-12-31,DNR,2019-11-07,67,115,50,7,0
DO_2018-09-28,DO,2018-06-30,106,146,84,37,0
DO_2018-12-31,DO,2018-11-05,72,134,81,51,0
DO_2019-03-29,DO,2019-02-11,66,109,76,54,0
DO_2019-06-28,DO,2019-04-29,73,121,105,53,0
DO_2019-09-30,DO,2019-08-05,80,100,76,60,0
DO_2019-12-31,DO,2019-10-28,64,105,62,27,0
DOCU_2018-09-28,DOCU,2018-07-31,68,122,76,5,1
DOCU_2018-12-31,DOCU,2018-12-06,57,140,78,7,1
DOCU_2019-03-29,DOCU,2019-01-31,61,151,64,9,1
DOCU_2019-06-28,DOCU,2019-06-06,52,117,64,9,1
DOCU_2019-09-30,DOCU,2019-09-05,55,152,78,23,-1
DOCU_2019-12-31,DOCU,2019-12-05,49,131,58,17,-1
DOV_2018-12-31,DOV,2018-10-18,125,139,59,5,1
DOV_2019-03-29,DOV,2019-01-29,99,163,68,4,1
DOV_2019-06-28,DOV,2019-04-18,85,145,59,4,1
DOV_2019-09-30,DOV,2019-07-18,110,141,77,8,1
DOV_2019-12-31,DOV,2019-10-17,103,187,49,9,1
DOW_2019-12-31,DOW,2019-10-24,85,144,56,5,1
DPZ_2018-12-31,DPZ,2018-10-16,99,193,65,3,1
DPZ_2019-03-29,DPZ,2019-02-21,95,163,56,6,1
DPZ_2019-06-28,DPZ,2019-04-24,76,142,54,4,1
DPZ_2019-09-30,DPZ,2019-07-16,112,195,61,3,1
DPZ_2019-12-31,DPZ,2019-10-08,95,191,70,3,1
DRI_2018-06-29,DRI,2018-05-30,109,231,115,7,1
DRI_2018-09-28,DRI,2018-08-31,95,201,90,3,1
DRI_2018-12-31,DRI,2018-11-30,90,232,88,5,1
DRI_2019-09-30,DRI,2019-09-19,108,199,84,3,1
DRI_2019-12-31,DRI,2019-12-19,100,279,103,3,1
DUK_2018-06-29,DUK,2018-03-31,47,151,63,48,1
DUK_2018-12-31,DUK,2018-11-02,62,166,76,39,1
DUK_2019-03-29,DUK,2019-02-14,86,182,72,60,0
DUK_2019-06-28,DUK,2019-05-09,68,135,56,74,0
DUK_2019-09-30,DUK,2019-08-06,68,161,76,74,0
DUK_2019-12-31,DUK,2019-11-08,73,194,72,65,1
DVA_2018-12-31,DVA,2018-11-07,120,81,94,19,1
DVA_2019-03-29,DVA,2019-02-14,149,136,131,31,1
DVA_2019-06-28,DVA,2019-05-07,87,108,103,8,1
DVA_2019-09-30,DVA,2019-08-01,101,92,123,12,1
DVA_2019-12-31,DVA,2019-11-05,88,84,80,13,0
DVAX_2019-06-28,DVAX,2019-05-08,42,48,48,13,-1
DVAX_2019-09-30,DVAX,2019-08-07,18,28,25,3,-1
DVAX_2019-12-31,DVAX,2019-11-06,28,83,47,12,-1
DVN_2018-12-31,DVN,2018-11-07,71,119,85,7,1
DVN_2019-03-29,DVN,2019-02-20,52,171,80,6,1
DVN_2019-06-28,DVN,2019-05-01,57,184,94,3,1
DVN_2019-09-30,DVN,2019-08-07,67,200,82,4,1
DVN_2019-12-31,DVN,2019-11-06,69,184,79,12,1
DXCM_2019-03-29,DXCM,2019-02-21,91,172,89,24,1
DXCM_2019-06-28,DXCM,2019-05-01,70,194,106,9,1
DXCM_2019-09-30,DXCM,2019-07-31,79,170,97,10,1
DXCM_2019-12-31,DXCM,2019-11-06,57,211,67,12,1
DY_2018-12-31,DY,2018-11-20,34,86,51,10,1
DY_2019-03-29,DY,2019-02-27,40,75,51,27,-1
DY_2019-06-28,DY,2019-05-21,41,69,44,19,-1
DY_2019-09-30,DY,2019-08-28,48,116,46,33,-1
DY_2019-12-31,DY,2019-11-26,36,103,52,14,-1
EA_2018-06-29,EA,2018-03-31,83,145,88,9,-1
EA_2018-12-31,EA,2018-10-30,70,189,79,0,-1
EA_2019-06-28,EA,2019-05-07,58,168,95,2,1
EA_2019-09-30,EA,2019-07-30,57,184,73,3,1
EA_2019-12-31,EA,2019-10-29,50,166,80,3,1
EAT_2018-09-28,EAT,2018-06-30,90,167,88,3,0
EAT_2018-12-31,EAT,2018-10-30,103,162,102,6,0
EAT_2019-03-29,EAT,2019-01-29,114,207,104,9,0
EAT_2019-09-30,EAT,2019-08-13,79,183,99,9,0
EAT_2019-12-31,EAT,2019-10-30,96,217,108,15,1
EBAY_2018-09-28,EBAY,2018-06-30,77,138,76,9,1
EBAY_2018-12-31,EBAY,2018-10-30,59,125,72,6,1
EBAY_2019-06-28,EBAY,2019-04-23,48,115,66,8,1
EBAY_2019-09-30,EBAY,2019-07-17,47,150,65,9,1
EBAY_2019-12-31,EBAY,2019-10-23,69,103,57,6,0
EBIX_2019-03-29,EBIX,2019-03-01,60,132,89,24,1
EBIX_2019-06-28,EBIX,2019-05-09,39,72,84,22,1
EBIX_2019-09-30,EBIX,2019-08-08,37,91,66,19,1
EBIX_2019-12-31,EBIX,2019-11-12,45,90,37,23,1
EBS_2018-12-31,EBS,2018-11-01,105,100,77,44,-1
EBS_2019-06-28,EBS,2019-05-02,78,65,84,33,1
EBS_2019-09-30,EBS,2019-08-01,67,62,92,36,-1
EBS_2019-12-31,EBS,2019-11-06,69,63,57,40,-1
ECL_2019-06-28,ECL,2019-04-30,101,167,81,2,1
ECL_2019-09-30,ECL,2019-07-30,89,192,60,4,1
ECL_2019-12-31,ECL,2019-10-29,95,124,50,5,1
ECOL_2019-03-29,ECOL,2019-02-22,86,83,88,12,-1
ECOL_2019-06-28,ECOL,2019-05-03,64,43,70,4,-1
ECOL_2019-09-30,ECOL,2019-08-02,39,88,80,11,-1
ECOL_2019-12-31,ECOL,2019-10-31,43,53,63,8,1
EDIT_2018-09-28,EDIT,2018-06-30,51,60,39,4,1
EDIT_2018-12-31,EDIT,2018-11-07,57,60,44,5,1
EDIT_2019-06-28,EDIT,2019-05-07,49,87,44,3,1
EDIT_2019-09-30,EDIT,2019-08-06,65,84,46,6,1
EDIT_2019-12-31,EDIT,2019-11-12,63,97,66,10,1
EEFT_2019-06-28,EEFT,2019-04-30,52,125,60,6,-1
EEFT_2019-09-30,EEFT,2019-07-24,52,129,82,10,-1
EEFT_2019-12-31,EEFT,2019-10-23,59,131,76,21,-1
EFX_2018-12-31,EFX,2018-10-25,190,268,82,46,1
EFX_2019-03-29,EFX,2019-02-21,170,243,84,31,1
EFX_2019-06-28,EFX,2019-05-10,162,234,102,48,1
EFX_2019-09-30,EFX,2019-07-25,156,262,86,57,1
EFX_2019-12-31,EFX,2019-10-24,134,249,89,26,1
EGHT_2018-12-31,EGHT,2018-10-29,59,180,85,8,1
EGHT_2019-03-29,EGHT,2019-01-29,106,188,83,4,1
EGHT_2019-06-28,EGHT,2019-05-14,79,239,85,9,1
EGHT_2019-09-30,EGHT,2019-07-30,94,187,55,7,1
EGHT_2019-12-31,EGHT,2019-10-30,54,181,62,7,1
EGLE_2019-03-29,EGLE,2019-03-06,108,116,133,22,-1
EGLE_2019-06-28,EGLE,2019-05-08,69,112,103,17,-1
EGLE_2019-09-30,EGLE,2019-07-30,52,100,85,11,-1
EGLE_2019-12-31,EGLE,2019-11-07,64,71,85,15,-1
EHTH_2019-03-29,EHTH,2019-02-21,69,150,75,4,-1
EHTH_2019-06-28,EHTH,2019-03-31,69,172,94,6,-1
EHTH_2019-09-30,EHTH,2019-07-25,79,135,97,5,-1
EHTH_2019-12-31,EHTH,2019-10-24,79,124,80,1,-1
EIX_2018-12-31,EIX,2018-10-30,146,67,132,61,1
EIX_2019-03-29,EIX,2019-02-28,148,76,112,123,1
EIX_2019-06-28,EIX,2019-04-30,135,58,128,61,1
EIX_2019-09-30,EIX,2019-07-25,85,73,129,57,1
EIX_2019-12-31,EIX,2019-10-29,135,75,108,70,1
EL_2018-06-29,EL,2018-03-31,105,249,96,22,1
EL_2018-12-31,EL,2018-10-31,103,298,97,6,-1
EL_2019-06-28,EL,2019-05-01,90,274,70,1,1
EL_2019-09-30,EL,2019-08-19,112,337,95,5,1
EL_2019-12-31,EL,2019-10-31,90,263,92,0,1
ELY_2018-12-31,ELY,2018-10-24,76,171,79,16,1
ELY_2019-03-29,ELY,2019-02-06,96,185,111,4,1
ELY_2019-06-28,ELY,2019-05-09,76,160,80,3,1
ELY_2019-09-30,ELY,2019-08-08,73,166,94,4,-1
ELY_2019-12-31,ELY,2019-10-30,56,167,57,0,-1
EMN_2018-12-31,EMN,2018-10-26,90,251,93,6,1
EMN_2019-03-29,EMN,2019-02-01,130,222,89,0,1
EMN_2019-06-28,EMN,2019-04-26,133,217,85,7,1
EMN_2019-09-30,EMN,2019-07-26,170,202,115,2,1
EMN_2019-12-31,EMN,2019-10-25,148,210,95,5,1
EMR_2017-12-29,EMR,2017-09-30,86,286,75,2,0
EMR_2018-12-31,EMR,2018-11-06,121,178,89,1,1
EMR_2019-06-28,EMR,2019-05-07,139,237,96,2,1
EMR_2019-09-30,EMR,2019-08-06,160,181,118,3,1
EMR_2019-12-31,EMR,2019-11-05,179,180,98,1,1
ENPH_2019-03-29,ENPH,2019-02-20,100,133,70,9,1
ENPH_2019-06-28,ENPH,2019-03-31,80,133,59,6,1
ENPH_2019-09-30,ENPH,2019-07-30,64,84,72,2,1
ENPH_2019-12-31,ENPH,2019-10-29,71,126,66,0,-1
ENR_2018-12-31,ENR,2018-11-15,117,220,102,17,0
ENR_2019-03-29,ENR,2019-02-05,87,211,80,6,1
ENR_2019-06-28,ENR,2019-05-07,76,239,73,2,1
ENR_2019-09-30,ENR,2019-08-06,124,327,89,2,1
ENR_2019-12-31,ENR,2019-11-13,106,225,91,6,1
EOG_2018-09-28,EOG,2018-06-30,69,139,74,1,1
EOG_2018-12-31,EOG,2018-11-02,51,231,69,2,1
EOG_2019-03-29,EOG,2019-02-27,58,232,69,2,-1
EOG_2019-06-28,EOG,2019-05-03,62,251,78,2,-1
EOG_2019-09-30,EOG,2019-08-02,70,250,72,1,-1
EOG_2019-12-31,EOG,2019-11-07,58,178,73,5,-1
EQIX_2018-09-28,EQIX,2018-06-30,57,162,83,3,-1
EQIX_2018-12-31,EQIX,2018-11-01,56,185,100,5,-1
EQIX_2019-06-28,EQIX,2019-05-01,55,164,95,4,-1
EQIX_2019-09-30,EQIX,2019-07-31,54,217,78,3,-1
EQIX_2019-12-31,EQIX,2019-10-30,61,193,87,6,-1
EQR_2018-12-31,EQR,2018-10-24,96,152,120,12,0
EQR_2019-03-29,EQR,2019-01-30,134,196,155,18,0
EQR_2019-06-28,EQR,2019-05-01,93,172,101,11,0
EQR_2019-09-30,EQR,2019-07-31,107,188,138,30,0
EQR_2019-12-31,EQR,2019-10-23,118,197,149,38,0
EQT_2019-09-30,EQT,2019-07-25,128,190,92,28,1
EQT_2019-12-31,EQT,2019-10-31,99,101,102,12,1
ETFC_2018-12-31,ETFC,2018-10-18,146,214,166,16,-1
ETFC_2019-03-29,ETFC,2019-01-24,113,176,117,3,-1
ETFC_2019-06-28,ETFC,2019-03-31,70,176,77,4,-1
ETFC_2019-09-30,ETFC,2019-07-18,95,110,80,8,1
ETH_2019-03-29,ETH,2019-01-28,73,84,69,9,0
ETH_2019-06-28,ETH,2019-03-31,39,90,31,4,0
ETH_2019-09-30,ETH,2019-07-31,59,97,47,19,0
ETH_2019-12-31,ETH,2019-11-04,35,86,42,7,0
ETN_2018-12-31,ETN,2018-10-30,94,129,103,13,1
ETN_2019-03-29,ETN,2019-01-31,97,161,102,11,1
ETN_2019-06-28,ETN,2019-04-30,118,137,99,2,1
ETN_2019-09-30,ETN,2019-07-30,158,141,84,5,1
ETN_2019-12-31,ETN,2019-10-29,138,123,75,4,1
ETR_2018-12-31,ETR,2018-10-31,60,128,58,37,1
ETR_2019-03-29,ETR,2019-02-20,60,123,52,39,1
ETR_2019-06-28,ETR,2019-05-01,53,105,53,33,1
ETR_2019-09-30,ETR,2019-07-31,49,121,50,25,1
ETR_2019-12-31,ETR,2019-10-30,45,101,47,22,1
ETSY_2018-09-28,ETSY,2018-06-30,55,228,69,10,1
ETSY_2018-12-31,ETSY,2018-11-06,38,173,51,0,1
ETSY_2019-06-28,ETSY,2019-05-08,81,267,96,3,1
ETSY_2019-09-30,ETSY,2019-08-01,64,255,83,8,-1
ETSY_2019-12-31,ETSY,2019-10-30,73,238,105,7,-1
EW_2018-12-31,EW,2018-10-23,116,179,128,19,1
EW_2019-03-29,EW,2019-01-31,133,178,127,14,1
EW_2019-06-28,EW,2019-04-23,111,184,129,13,1
EW_2019-09-30,EW,2019-07-23,100,169,115,5,1
EW_2019-12-31,EW,2019-10-23,106,154,106,11,1
EXAS_2018-09-28,EXAS,2018-06-30,93,176,56,9,1
EXAS_2019-06-28,EXAS,2019-04-30,66,138,85,4,-1
EXAS_2019-09-30,EXAS,2019-07-30,59,185,73,7,-1
EXAS_2019-12-31,EXAS,2019-10-29,66,170,62,1,-1
EXC_2018-12-31,EXC,2018-11-01,75,125,38,44,1
EXC_2019-03-29,EXC,2019-02-08,64,146,59,42,1
EXC_2019-06-28,EXC,2019-05-02,43,118,49,49,1
EXC_2019-09-30,EXC,2019-08-01,94,74,39,32,1
EXC_2019-12-31,EXC,2019-10-31,139,116,69,66,1
EXEL_2018-06-29,EXEL,2018-03-31,38,101,49,13,-1
EXEL_2018-12-31,EXEL,2018-11-01,83,213,92,8,1
EXEL_2019-06-28,EXEL,2019-05-01,78,213,105,14,1
EXEL_2019-09-30,EXEL,2019-07-31,81,153,88,14,1
EXEL_2019-12-31,EXEL,2019-10-30,78,154,100,22,1
EXP_2018-09-28,EXP,2018-06-30,59,93,42,1,-1
EXP_2018-12-31,EXP,2018-10-30,46,58,56,4,-1
EXP_2019-06-28,EXP,2019-05-16,56,104,50,3,1
EXP_2019-09-30,EXP,2019-07-30,67,101,61,2,1
EXP_2019-12-31,EXP,2019-10-31,47,120,45,2,1
EXPE_2018-12-31,EXPE,2018-10-25,86,166,66,3,1
EXPE_2019-03-29,EXPE,2019-02-07,75,164,57,0,1
EXPE_2019-06-28,EXPE,2019-05-02,67,194,47,4,1
EXPE_2019-09-30,EXPE,2019-07-25,70,182,66,1,1
EXPE_2019-12-31,EXPE,2019-11-06,91,185,58,1,1
EXPR_2018-09-28,EXPR,2018-08-04,52,166,50,5,0
EXPR_2018-12-31,EXPR,2018-10-30,38,122,41,2,0
EXPR_2019-03-29,EXPR,2019-03-13,79,106,51,7,0
EXPR_2019-06-28,EXPR,2019-05-30,64,110,55,3,0
EXPR_2019-09-30,EXPR,2019-08-28,76,180,58,4,0
EXPR_2019-12-31,EXPR,2019-12-05,68,209,51,6,0
EXTR_2019-06-28,EXTR,2019-05-01,61,103,38,7,1
EXTR_2019-09-30,EXTR,2019-07-31,60,95,43,3,1
EXTR_2019-12-31,EXTR,2019-10-30,88,122,63,3,1
EZPW_2018-12-31,EZPW,2018-11-15,110,159,86,24,1
EZPW_2019-03-29,EZPW,2019-01-31,57,89,62,4,1
EZPW_2019-06-28,EZPW,2019-05-09,51,59,32,12,-1
EZPW_2019-09-30,EZPW,2019-08-01,44,72,36,11,-1
EZPW_2019-12-31,EZPW,2019-12-05,53,85,70,10,1
F_2018-09-28,F,2018-06-30,175,198,62,7,0
F_2018-12-31,F,2018-10-24,108,216,61,0,0
F_2019-06-28,F,2019-04-25,133,302,89,8,1
F_2019-09-30,F,2019-07-24,101,233,48,7,1
F_2019-12-31,F,2019-10-23,120,199,48,5,1
FAST_2018-06-29,FAST,2018-03-31,84,93,69,6,1
FAST_2018-09-28,FAST,2018-06-30,72,161,82,4,1
FAST_2018-12-31,FAST,2018-10-10,73,105,80,3,1
FAST_2019-03-29,FAST,2019-01-17,92,164,60,9,-1
FAST_2019-06-28,FAST,2019-04-11,128,158,110,7,0
FB_2018-09-28,FB,2018-06-30,82,179,79,4,1
FB_2018-12-31,FB,2018-10-30,76,198,76,1,1
FB_2019-06-28,FB,2019-04-24,91,156,93,27,-1
FB_2019-09-30,FB,2019-07-24,86,167,88,37,-1
FB_2019-12-31,FB,2019-10-30,99,166,89,18,-1
FBC_2019-03-29,FBC,2019-01-22,107,191,75,12,-1
FBC_2019-06-28,FBC,2019-04-23,79,164,79,10,-1
FBC_2019-09-30,FBC,2019-07-23,97,181,73,10,-1
FBC_2019-12-31,FBC,2019-10-22,91,148,82,11,-1
FCX_2018-12-31,FCX,2018-10-24,96,180,93,18,0
FCX_2019-03-29,FCX,2019-01-24,111,163,77,20,1
FCX_2019-06-28,FCX,2019-04-25,106,202,83,5,1
FCX_2019-09-30,FCX,2019-07-24,87,172,81,5,1
FCX_2019-12-31,FCX,2019-10-23,119,213,80,10,1
FDS_2018-06-29,FDS,2018-05-30,71,134,47,6,0
FDS_2018-09-28,FDS,2018-08-31,59,102,66,11,0
FDS_2018-12-31,FDS,2018-11-30,82,129,82,8,0
FDS_2019-12-31,FDS,2019-12-19,74,150,75,11,0
FDX_2018-06-29,FDX,2018-05-31,93,178,67,8,-1
FDX_2018-09-28,FDX,2018-08-31,44,110,47,8,-1
FDX_2018-12-31,FDX,2018-12-18,136,163,66,7,-1
FDX_2019-03-29,FDX,2019-02-28,110,200,72,4,1
FDX_2019-09-30,FDX,2019-09-17,100,154,72,16,1
FDX_2019-12-31,FDX,2019-12-17,105,176,72,14,1
FE_2018-12-31,FE,2018-10-26,61,81,61,36,1
FE_2019-03-29,FE,2019-02-20,66,100,39,48,1
FE_2019-06-28,FE,2019-04-24,81,88,68,51,1
FE_2019-09-30,FE,2019-07-24,55,62,41,28,1
FE_2019-12-31,FE,2019-11-04,79,87,61,28,1
FEYE_2018-12-31,FEYE,2018-10-30,114,149,75,15,1
FEYE_2019-06-28,FEYE,2019-04-30,135,153,81,29,1
FEYE_2019-09-30,FEYE,2019-07-30,79,133,80,13,1
FEYE_2019-12-31,FEYE,2019-10-29,102,164,78,13,1
FFIV_2018-12-31,FFIV,2018-10-24,81,144,74,7,0
FFIV_2019-03-29,FFIV,2019-01-23,58,114,86,2,0
FFIV_2019-06-28,FFIV,2019-04-24,79,113,65,6,0
FFIV_2019-09-30,FFIV,2019-07-24,77,97,79,4,1
FFIV_2019-12-31,FFIV,2019-10-23,73,133,70,0,0
FICO_2018-12-31,FICO,2018-11-01,36,91,54,6,-1
FICO_2019-06-28,FICO,2019-04-30,21,41,30,7,-1
FICO_2019-09-30,FICO,2019-07-31,41,77,37,4,-1
FICO_2019-12-31,FICO,2019-11-04,38,71,55,8,1
FIS_2019-06-28,FIS,2019-04-30,61,238,61,12,1
FIS_2019-09-30,FIS,2019-08-06,61,225,66,8,-1
FIS_2019-12-31,FIS,2019-11-05,64,224,72,5,1
FISV_2018-12-31,FISV,2018-10-31,83,153,79,8,1
FISV_2019-03-29,FISV,2019-02-07,58,195,85,4,1
FISV_2019-06-28,FISV,2019-04-30,77,190,90,5,1
FISV_2019-09-30,FISV,2019-07-25,78,178,85,4,-1
FISV_2019-12-31,FISV,2019-11-06,46,249,84,3,1
FIT_2018-12-31,FIT,2018-10-31,64,103,58,3,0
FIT_2019-06-28,FIT,2019-05-01,61,109,59,5,0
FIT_2019-09-30,FIT,2019-07-31,66,93,67,2,0
FITB_2018-12-31,FITB,2018-10-23,82,208,107,7,0
FITB_2019-03-29,FITB,2019-01-22,115,263,116,8,1
FITB_2019-06-28,FITB,2019-04-23,101,176,96,7,1
FITB_2019-09-30,FITB,2019-07-23,105,199,93,2,1
FITB_2019-12-31,FITB,2019-10-22,149,220,112,1,1
